Most_Important_Issue,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,Avg_monthly_expense_on_pets_or_plants,Weighted_education_rank,Number_of_valued_Kneset_members,Vote
2.0,-0.09307439951962027,-0.00920510708945943,-0.23976278898429126,-0.4989609789886862,0.06971428571428584,0.2764898507713703,-0.8233062074548608,0.09586140679814611,7.0
2.0,-0.21956100577940496,-0.21130015290580995,-0.3387394728863058,-0.13876702839990773,-0.5988571428571428,-0.16710610825643862,-0.38510893317276,-1.7691526683510006,1.0
7.0,-0.07708782976691853,0.0917951810838058,-0.1805568407113134,-0.21973370276302628,-0.4485714285714286,-0.8923308501963647,-0.9131307499900068,0.09586140679814611,7.0
2.0,-0.3534466033025656,-0.20044701210157845,-0.3760869021682913,-0.12106518894789509,-0.6317142857142857,-0.8109076640481818,-0.16840847181926716,-2.14215548338083,6.0
2.0,-0.43357466855301785,0.008470557315437333,-0.43691944933627636,-0.6093280997460171,0.27457142857142847,-0.8963190092552804,-0.03154115685234838,-1.7691526683510006,11.0
3.0,-0.15168431366087554,-0.02582472263276725,0.0027109845073511885,-0.3020857384745632,0.2757142857142858,0.13266365346669085,-1.0520379077440132,-1.3961498533211711,3.0
2.0,-0.3270351729361002,-0.7720832207140529,-0.5757221866840736,-0.026244901100592632,0.9065714285714286,-1.0448646562956487,0.8558141536681584,-0.6501442232615126,4.0
1.0,-0.13453178239438235,0.03657387302227244,-0.23880406645926855,-0.09582082659893798,-0.6785714285714286,-0.6419138949488242,-0.7809069726345802,0.8418670368578047,7.0
0.0,-0.09779134900234565,-0.1331504911247804,-0.3602604276896527,-0.9410451781728623,0.8902857142857146,-0.3548259452666988,-0.5162653687259662,1.5878726669174634,7.0
2.0,-0.5017093900636003,0.8289944042964403,-0.6250810404505966,-0.1697067651812516,0.011714285714285788,2.68461284906406,1.1564285693080874,0.46886422182797544,0.0
2.0,-0.04876146750604504,-0.5205188773790839,-0.054287345628197925,0.004386977603324738,0.8497142857142856,-1.008858444531709,-0.23079913302931762,-0.2771414082316832,4.0
7.0,-0.7081545444320232,-0.006893863105945308,-0.17779648560098515,0.6422689140306317,-0.3342857142857143,1.0492192904844944,0.4108927650530606,-0.6501442232615126,9.0
1.0,0.006784641110600509,0.24416258309528738,-0.41121112401695736,-0.35657661817901953,-0.19457142857142862,0.3170578357815119,-0.3353240668542292,1.5878726669174634,2.0
5.0,-0.1270703956517626,0.22120606709557622,-0.4463471833201518,0.32963903640421743,-0.8968571428571428,0.7660664213201704,-0.04618832421517515,-1.023147038291342,5.0
1.0,-0.12877710789445984,-0.056002503670900095,0.11082014621619263,-0.15569922265835445,-0.5674285714285714,-0.9386484553691522,-0.9973305003511731,-0.2771414082316832,11.0
2.0,0.9714687956500461,0.9935322678700942,0.9979057865964422,0.8747017624874931,-0.7657142857142858,-0.9202083368055307,2.3873451036715427,0.09586140679814611,4.0
0.0,0.2671498333914588,0.9211592411366172,0.824021578261521,0.3467251597013776,0.2142857142857144,0.3862666877795377,1.401424195013739,1.9608754819472927,4.0
4.0,0.05226582556342407,0.4332061807635361,0.05260878858507656,0.5816208727776493,0.011714285714285788,2.2869981316072265,-0.42141323873829833,0.8418670368578047,0.0
1.0,-0.08794533015337724,-0.006893863105945308,-0.046877127729142654,-0.8225198183637343,0.6702857142857144,-1.0746139762527005,-1.1328465485373695,-1.023147038291342,1.0
0.0,0.18839539507542824,0.4711398424957034,0.23094284886151484,0.04579388901716297,0.7728571428571431,-1.1412349700763502,-0.16103072106472893,0.8418670368578047,4.0
2.0,-0.1270703956517626,-0.1066744693474736,-0.18251866827329244,-0.1470791964904179,-0.5834285714285714,-0.12420469473651136,-0.6519041133926551,-0.2771414082316832,7.0
0.0,-0.18881424661920643,0.10398898868233886,-0.1454475956112875,-0.6475025013468791,0.011714285714285788,-0.7094186662105352,-0.8173010493504516,1.214869851887634,7.0
6.0,-0.2250359116186751,-0.07866024441213015,-0.34617014547452063,-0.09689832986993008,0.08000000000000007,-1.2036720572061055,-0.463134700994872,-1.3961498533211711,5.0
7.0,-0.02203605688891741,-0.059137797469173914,0.048444340691457866,-0.05364426999153393,-0.7568571428571429,-1.0801827364116452,-1.2171197290790057,-1.3961498533211711,1.0
2.0,0.021855997630624513,0.2345747835309102,-0.10048955328876497,-0.48387593319479727,0.041714285714285815,-0.4765745365982678,-0.826491752157367,0.09586140679814611,7.0
1.0,0.018289791263391475,0.009676851268012543,-0.26488131444174734,0.008389132609866845,-0.872,-0.6043653075877972,-0.8051720122169341,0.8418670368578047,7.0
3.0,0.061899510309945116,-0.11229711261682807,0.304374495018904,0.06211036712075724,-0.40028571428571413,-0.8211479526487291,-0.6635952163870661,-1.023147038291342,3.0
3.0,-0.2734778621894707,0.06524443429061932,0.07523652257848967,-0.5828523050873546,0.7968571428571432,1.0191283986373463,-0.7491092474416021,-0.2771414082316832,8.0
5.0,0.027931644987336357,-0.059510805964205216,-0.11283807416573777,-0.3965981682444393,0.45114285714285707,-0.004360616214290233,-1.1038636820142664,-0.6501442232615126,3.0
3.0,0.04628536636808511,0.005248949919285817,0.19538084593521443,-0.46817517124605557,0.5840000000000001,0.8699532830100647,-0.9496856877804084,-1.023147038291342,3.0
7.0,0.638910219504847,0.6125115733700657,0.9620059620337955,0.23266374201493112,0.42600000000000016,-0.7220090339814142,1.4953496226351197,-0.6501442232615126,10.0
0.0,0.0033140767228811985,0.15267010054369745,-0.24558651015498134,-0.9270376356499653,0.8642857142857143,0.09255635358561257,-0.753216150528129,1.5878726669174634,7.0
7.0,-0.30147547538481523,-0.23947166028486522,-0.4263953907038196,-0.3915185099669053,-0.12971428571428567,-0.18350233799943552,-0.12240308260299997,-1.3961498533211711,1.0
4.0,-0.22747922283072086,-0.20699956837695344,-0.3521027386523724,-0.17940429462018004,0.011714285714285788,0.6740508570542396,-0.3588385799855797,-1.3961498533211711,1.0
4.0,-0.025058082835493156,-0.6222343449516488,-0.8458304684114546,0.0755021934888016,0.717714285714286,-0.5307433711770199,0.929001211110251,0.46886422182797544,4.0
4.0,-0.4176628794191952,-0.15763923948044523,-0.15555428826254036,0.3872084968829368,-0.43228571428571416,1.0670703988267205,0.006432074554499424,0.09586140679814611,12.0
7.0,0.8416982820412966,0.9494474112917719,0.9274933032822703,0.9382744554760254,-0.8837142857142857,-0.788727274054316,2.0800121837008105,0.8418670368578047,4.0
4.0,-0.44916312035550465,0.08595008252523173,-0.41166210560195704,-0.09228045870853552,-0.685142857142857,-0.7954842495091469,-0.03217530498936804,-0.6501442232615126,11.0
2.0,-0.11647449170845514,-0.10586515498757954,-0.031916862320352624,-0.05118140537212357,-0.7614285714285713,-0.5252750177184548,-1.0372266985513583,-1.7691526683510006,1.0
5.0,-0.04380131741504567,0.3688076984702613,-0.23846148497278719,-0.5534518586931425,0.7422857142857144,-0.6487821506897987,-0.4168706615221948,-0.6501442232615126,5.0
6.0,-0.1656167489904734,0.10886522689142786,-0.08232277055864923,0.018856307242361092,-0.31999999999999984,0.12426056685721891,-0.9177444530493803,-1.3961498533211711,8.0
3.0,-0.1270703956517626,0.02803802571455849,-0.11889725434179832,0.3228661587008388,-0.8842857142857142,-1.1905177600153618,-0.9255941517053614,-0.2771414082316832,3.0
7.0,-0.06139528328390187,0.24176974332813383,-0.4715044111508706,-0.4221503886708228,-0.07285714285714273,-0.5745925114884306,-0.21338875645447128,0.46886422182797544,2.0
6.0,-0.4194565455957745,0.1392278505832485,0.06179301581210339,-0.09689832986993008,-0.4774285714285713,0.5549460929561194,-0.4060172593097064,-1.023147038291342,5.0
2.0,0.6489644854315686,0.6633418062307266,0.500338943893565,0.9247287000692681,-0.8585714285714285,-0.8467143257136296,0.9365831142436692,-1.023147038291342,9.0
5.0,-0.02272719362057829,-0.242730119444731,0.06377791867312221,-0.5716154852612946,0.7760000000000002,-1.1552952688192015,-0.8358524373080845,-0.6501442232615126,3.0
0.0,-0.12872417626308053,0.09710257479436324,-0.1897573011909771,-0.9091818671592398,0.8311428571428574,0.49782156482802914,-0.8417080832977378,1.5878726669174634,7.0
7.0,-0.08127909692148672,-0.004570531988120741,-0.16197494873865936,0.022242746094050636,-0.8977142857142857,-0.8736956577011539,-0.9913811272709424,0.09586140679814611,7.0
1.0,0.3102688112452898,0.02497980682584089,0.4152575526929356,-0.10243977526360348,-0.6662857142857144,0.4368512778605716,-0.24687004804609303,-1.023147038291342,6.0
0.0,-0.8707521901895026,-0.8650943102470112,-0.9157562630261963,0.8269837604864154,-0.677142857142857,-1.0769415566679998,1.9924452690701604,1.9608754819472927,10.0
1.0,-0.20071900375117202,0.056133807745877506,-0.09764231217852248,-0.4769491264527054,0.028857142857142914,1.078037145754442,-0.8833185746301593,1.5878726669174634,7.0
4.0,-0.43745807242433465,-0.8941558569563539,-0.15555428826254036,0.8950203955976295,-0.8034285714285714,-0.5617329723245558,-0.3212303986685311,0.8418670368578047,4.0
1.0,0.9288210503962744,0.947962787932852,0.9510627347717406,0.12691449241899466,0.6222857142857143,-0.10977160715256826,2.2149463055144514,0.46886422182797544,4.0
4.0,-0.1238226708754826,-0.006893863105945308,-0.06199016827632664,-0.8154390825829293,0.6571428571428575,0.12453612192413206,-0.9821574317962841,-1.023147038291342,1.0
2.0,0.5287178115677404,0.20099758880671548,0.9065883318003785,0.20295543754329248,0.4811428571428573,1.482700291046076,0.9677113904051431,0.46886422182797544,10.0
0.0,0.012514413876397512,-0.3047537677082274,0.05063330637625607,0.6147156161009772,-0.8545714285714285,-1.556673253830514,-0.709467361284754,1.214869851887634,12.0
0.0,-0.17882997027532732,-0.04637723500258917,-0.24205429045099935,-0.8396059416608943,0.702,-0.8559551758896637,-0.7190378877819076,1.214869851887634,7.0
0.0,0.05465252687409472,0.37765762873946396,-0.39904541360060664,-0.2965442930808897,-0.30600000000000005,-0.022969115946788354,-0.17217137814162753,1.9608754819472927,2.0
7.0,0.3888721334902796,0.928626361919149,0.7397908792175689,0.5890094666358809,-0.23542857142857132,-0.8171637163831741,1.367955838954215,-0.6501442232615126,4.0
4.0,-0.16107088405190761,-0.19379467003577233,-0.09211619235502222,-0.17586392672977758,-0.53,0.3118496100515131,-0.7991798920507399,1.214869851887634,7.0
2.0,0.9897768637766085,0.9790350204606024,0.9678272913871573,0.3952128068960208,0.12428571428571433,-0.5713509765382556,2.353719251443611,-0.6501442232615126,9.0
1.0,0.22764637757895878,0.6504552698751882,0.7996197618558196,0.7007619487416301,-0.44285714285714284,-0.5279456183254981,0.9395789040390622,0.09586140679814611,4.0
7.0,-0.1427607794848893,-0.03754187297506317,-0.09631208633297694,0.020703455706919005,-0.8948571428571428,-0.5545084614623697,-1.0024169647288705,-0.6501442232615126,7.0
3.0,-0.16791195180924745,-0.006893863105945308,0.24283069899809306,-0.39536673593473415,0.44885714285714284,-0.6120275084878614,-0.6366491172297184,-0.2771414082316832,8.0
1.0,0.35474395115129864,0.02375057953115789,0.4272555263360647,-0.42599861463865163,-0.06571428571428561,-0.2958578382294717,-0.16540827102997532,-1.023147038291342,6.0
3.0,-0.030015105211336657,0.07934632292402766,0.002622598178198876,-0.13861309936119448,-0.02771428571428558,0.5138814339534116,-1.20496433143943,-0.6501442232615126,8.0
4.0,-0.3912539016029478,-0.05267637330592734,-0.6391269335074667,-0.02886169475871636,0.9114285714285715,-1.1004953611339976,0.2681130350162952,0.46886422182797544,10.0
1.0,-0.22039099314604205,0.04338464368142958,-0.18395804141106809,0.003925190487185315,-0.8637142857142857,0.9572697105818168,-0.750306478312526,0.46886422182797544,7.0
4.0,0.07883639019438737,0.1840964283467612,-0.39245977449212244,0.11906411144462381,0.06542857142857161,1.7712790082945182,-0.4187261944911306,0.46886422182797544,12.0
4.0,0.5200256466304871,0.7502742561134292,0.9898779677816065,0.7076887554837219,-0.45571428571428574,-1.1354595439962294,1.5824186978228967,0.46886422182797544,4.0
7.0,-0.3680334723120605,0.24127780647139097,0.08405430092712662,0.3436465789271146,-0.3514285714285714,1.7085586064195821,-0.40216134046266244,-0.6501442232615126,12.0
1.0,0.08555676606316909,0.8064860389241852,0.09435707135149474,0.21896405756946047,0.4514285714285715,-0.6197602974848543,0.41192116270914314,0.8418670368578047,4.0
7.0,0.1597762669753584,-0.15039809183154274,-0.501851956777885,-0.24513199415069653,0.7414285714285715,1.0869805846934355,-0.18209935478573144,0.46886422182797544,12.0
6.0,-0.4574854923892949,-0.37196644363621423,0.0861376542445409,-0.6670514892634496,0.9531428571428573,1.316022234678465,-0.07536985187304825,-0.2771414082316832,5.0
2.0,-0.11115744039704245,-0.26660520990279635,-0.1647404764371746,0.8394520126221807,-0.7002857142857142,0.8715243441715561,-0.6573058551522465,0.46886422182797544,4.0
3.0,0.046095961929306206,0.1882667390877879,-0.008431353625727556,0.3130147002231971,-0.866,0.024734532208819722,-0.9640885855239257,-1.3961498533211711,8.0
0.0,-0.3956899345170267,-0.6839425802676891,-0.8773862080104218,0.44616331871007464,0.029714285714285804,-0.10864974177664008,1.2173643131774063,1.9608754819472927,4.0
7.0,-0.21381468461592834,-0.010408016817878507,-0.09997177860629103,-0.5282074963441854,0.12400000000000011,-0.14253616479831716,-0.8698194640564099,0.46886422182797544,7.0
7.0,0.39926939787158444,0.7867360369883627,0.10878853668643962,-0.09689832986993008,-0.13171428571428567,0.4074266056126683,0.5717145268959685,0.8418670368578047,9.0
1.0,-0.16204635226224184,-0.0470982738772745,-0.31424361959255886,-0.39321172939274995,-0.12657142857142856,-0.9552811479047357,-0.6037661814305414,1.5878726669174634,7.0
7.0,-0.18399028750312985,-0.09697276761233675,-0.3433190154801419,-0.6407296236435004,0.33285714285714274,1.01170102048947,-0.5049538517629703,0.09586140679814611,7.0
2.0,0.32343797881232583,0.013925985127080986,0.3853893513920108,-0.2512891556992227,-0.3899999999999999,-0.6505906808252105,-0.28146286845549345,-1.3961498533211711,6.0
0.0,-0.1545549410507443,-0.01170478749020798,-0.16213042883273732,-0.38797814207650283,-0.13628571428571412,0.6375714604744631,-0.8962403002932902,0.46886422182797544,7.0
6.0,0.027714089288874755,0.13485548984418938,-0.013399032182538462,-0.5111213730470254,0.6637142857142857,0.6830669806970601,-1.0871273532609225,-1.023147038291342,8.0
0.0,0.4792894486347319,0.5187903192267258,0.9973537318681795,0.3476487339336565,0.21257142857142863,1.6199831045346527,1.3072470139959436,1.9608754819472927,4.0
1.0,-0.8059585961252197,-0.7547368019952894,-0.34204383177827646,0.5682290464096051,-0.19685714285714284,0.6997406083636958,1.162666380838788,1.214869851887634,9.0
7.0,0.7316471704336414,0.8696187799730135,0.6734436659608727,0.36827522512121913,0.17428571428571438,-1.0220926987728054,1.5261366119877018,-0.6501442232615126,9.0
2.0,0.24582749805525972,-0.006893863105945308,0.3724123100731085,-0.05364426999153393,-0.7568571428571429,0.23554368018720778,-0.39457962632886845,-2.14215548338083,6.0
1.0,-0.33496869958794884,0.039905396603764576,-0.40405166353411004,-0.604248441468483,0.2651428571428571,0.7450446464116073,-0.22875431656810194,-0.2771414082316832,11.0
1.0,0.30053270576647884,0.6933437810271414,0.4566193901081781,0.29377357038405294,0.3125714285714287,0.4619300125579732,0.5581449666010663,1.5878726669174634,4.0
4.0,-0.21835006331590145,-0.09754952323125587,-0.2360297165951355,-0.7835757715693066,0.5980000000000003,-0.4278353013905816,-0.6494000256426747,0.46886422182797544,7.0
0.0,-0.18487419564367968,-0.0779143545722556,-0.0769511599333299,-0.728777033787424,0.49628571428571444,-1.089542534646149,-0.9171324890277478,-0.2771414082316832,1.0
1.0,-0.2529761157005478,0.15454821846261746,-0.3713923047637333,0.028707765720002998,-0.9097142857142857,0.10915036726314907,-0.341843667039735,0.8418670368578047,7.0
1.0,-0.404638021647865,0.09511408625933448,-0.3923584491528085,-0.8939428923266375,0.8028571428571429,-1.0076650680131813,-0.1287666194343151,-0.6501442232615126,11.0
7.0,-0.11018004189008812,-0.8229680083599565,-0.6602991602189916,0.4449318864003693,0.03200000000000003,-0.7625688708020715,0.9523799103308753,0.09586140679814611,4.0
2.0,0.2371737947406718,0.4686035109018134,0.816845712414342,0.8850150080812744,-0.7848571428571429,1.2038080461227805,0.7526793470515118,-1.023147038291342,4.0
1.0,0.02395981581451978,0.07213749898510202,-0.29424685996967825,-0.5826983760486417,0.2251428571428571,0.6648307676137399,-0.7207288911423595,0.8418670368578047,7.0
2.0,-0.028064555517793632,-0.06296923804667376,-0.14804368213126906,-0.8423766643577311,0.7071428571428573,0.760195513144411,-1.0312705784694371,-0.2771414082316832,7.0
4.0,-0.24324263659487855,-0.15596862523196975,-0.36223106067189503,-0.9482798429923806,0.9037142857142859,0.5149602333254143,-0.3680047222495329,-1.3961498533211711,1.0
0.0,0.5270547793534048,0.9134268035101774,0.9469693595258517,0.8271376895251286,-0.6774285714285715,1.5080567499820676,1.739058256753295,0.46886422182797544,4.0
6.0,0.007504815653711194,0.09517299257423928,0.12628340003456673,0.026398830139305662,-0.33399999999999985,-0.9317553180353716,-1.0434324239718753,-0.6501442232615126,8.0
0.0,-0.24326729180272189,-0.04574787168156125,-0.14163809088118529,-0.8449934580158547,0.7120000000000002,-0.6867127393919817,-0.7616860066756557,0.8418670368578047,7.0
0.0,-0.12132814085797006,-0.05237326148907295,-0.0689892230729956,-0.09305010390210122,-0.6837142857142857,0.5921134481800124,-1.0625217554032569,-0.6501442232615126,1.0
6.0,0.010005555148222545,0.2978057812127992,-0.09994716823000671,0.26837527899638247,-0.7831428571428571,0.19059941494293556,-0.6979182393622548,-0.2771414082316832,8.0
4.0,-0.14102371581828876,-0.03599360559340958,-0.06511542069249265,-0.6576618179019472,0.3642857142857143,-0.7538873074472577,-1.0395867122964502,0.46886422182797544,7.0
1.0,0.1216680692141281,0.23014353632938134,0.10524452831620623,0.4978834757176942,-0.6377142857142857,-0.6854012162978349,-0.7726880629251192,0.46886422182797544,12.0
6.0,0.2095465878978997,-0.24298220407533955,-0.23201249807956736,-0.264680982067267,0.2062857142857144,0.11229692966481673,-0.5177484931632745,0.09586140679814611,5.0
2.0,-0.28038323613869165,-0.6113813603371734,-0.34711962197866175,0.8928653890556453,-0.7994285714285714,1.2674705708588936,0.280693234328916,-0.2771414082316832,4.0
0.0,-0.1360579955645389,-0.4046115856417295,-0.5716089602756873,0.25729238820903566,0.38028571428571434,-0.32197447004163054,0.1844574830904113,1.214869851887634,4.0
7.0,-0.9988490665208334,-0.9976176510454008,-0.9997093826226183,0.057184637881936284,0.7517142857142858,0.2251237024746131,2.431018242768629,-0.9856657589153587,4.0
3.0,-0.14248376439222143,0.09999975269042616,0.07546451616527317,-0.531901793273301,0.7022857142857144,-1.1179181945075476,-0.9731993164807028,-0.6501442232615126,8.0
4.0,-0.1407565628002272,-0.09536952035528024,-0.31360938651380454,-0.6304163780497192,0.3137142857142856,-1.103782733193963,-0.6036962683885629,-1.3961498533211711,6.0
7.0,-0.8808462062999792,-0.5272517089803312,0.4415222407740331,-0.08904794889555934,0.45171428571428596,1.81131264105175,1.0772353578927532,0.46886422182797544,0.0
4.0,-0.2569336817495923,0.03344671943682087,0.08045877795015555,-0.3633494958823983,-0.18199999999999994,-0.43960905825499696,-0.7927544751573268,-0.2771414082316832,7.0
6.0,-0.0709353602844135,0.6125433954846531,-0.1808056537707765,-0.5480643423381821,0.7322857142857142,-0.5853884117896913,0.027889349534646186,-0.6501442232615126,5.0
0.0,-0.24972872814315705,-0.1842477967006233,-0.3940250603236344,-0.6334949588239822,0.3194285714285714,-0.6604827460403057,-0.28359030020447407,-0.2771414082316832,1.0
1.0,-0.28553264860455363,0.009546267378913731,-0.1860280916351187,-0.13168629261910259,-0.6119999999999999,1.0598046286004885,-0.6385194712925919,1.214869851887634,7.0
7.0,-0.1270703956517626,-0.04039961996550945,0.05366159884831889,-0.8029708304471639,0.6340000000000003,-1.1958693848937672,-1.2433400343134002,-1.7691526683510006,1.0
1.0,-0.1516752107520618,-0.24704131529517148,-0.4653263966509442,0.7189255753097819,-0.4765714285714284,-0.1886809519722312,-0.18055061039956755,0.8418670368578047,4.0
2.0,-0.014285672578502329,0.0012437727939398346,0.035244765782255216,-0.0728853998306781,-0.7211428571428571,-0.4174707401693704,-1.3089920842655132,-1.3961498533211711,11.0
1.0,0.01806362972631792,0.236673983100137,0.17909072667919923,0.1379973832063417,0.03028571428571447,-1.0167990671078289,-0.7359857541257961,1.5878726669174634,12.0
0.0,0.5111197566941281,0.8498632561436268,0.9953540947604511,0.6642807665666124,-0.375142857142857,0.9114739665524323,1.7118558256181922,1.5878726669174634,4.0
4.0,-0.45895694074997806,-0.1856388032348083,-0.36280596339634186,-0.2098822442853846,-0.46685714285714286,1.375452578480748,-0.0355318674407602,0.46886422182797544,7.0
6.0,-0.15821229278397875,0.2289199132596753,0.18122713064294205,-0.4763334102978527,0.5991428571428572,0.13794988521819315,-0.6588270514310364,-1.3961498533211711,8.0
0.0,0.024917166122920165,0.3159400811721862,-0.41121862083218363,-0.021627029939198072,0.3265714285714285,1.125370519116228,-0.24498086185515777,0.46886422182797544,12.0
4.0,0.4944633329790391,0.627059272367565,0.5511604240210992,0.5165088894019856,-0.10085714285714276,-0.9975124570123368,0.75098452133067,1.214869851887634,4.0
4.0,0.06688367825091923,0.7895046360049844,0.08581774628888583,0.2582159624413145,0.37857142857142856,-0.5215708212717686,0.3688037958051731,1.214869851887634,4.0
1.0,-0.0926872123723178,-0.42770008471675025,-0.921138718987564,0.7998922496729008,-0.6268571428571428,-0.6674159636922894,0.8614755731584666,1.5878726669174634,4.0
4.0,0.3162044446575385,-0.6476467551910994,-0.2927072922102075,0.6048641576233353,-0.8362857142857143,3.6645201461698544,0.3265152088691797,1.214869851887634,0.0
0.0,0.41596671159723875,0.9909770318282287,0.5146784643620428,-0.040406372662202705,0.9328571428571428,1.0505416027954617,1.2405725252835693,0.8418670368578047,4.0
7.0,-0.22373517342347438,-0.04101483411494078,0.04684156154980923,-0.597167705687678,0.2520000000000002,0.3398189683022353,-0.8790244892800536,-1.3961498533211711,11.0
4.0,0.08477374690354789,-0.006893863105945308,0.9646193544686594,0.6302624490110058,-0.31200000000000006,-0.07347707166161621,1.2763857557413956,0.46886422182797544,4.0
3.0,0.04198917269103286,0.19249726625032149,0.05232868177947725,-0.42892326637420153,0.5111428571428571,0.7781721601022169,-0.9424888957950903,-1.3961498533211711,8.0
4.0,0.1947780607049252,0.2595030421632665,0.8689893440332046,0.039021011313784326,0.7854285714285716,-0.328412323350026,0.6563297043973867,0.46886422182797544,4.0
4.0,0.7364728286989703,0.5682913827029219,-0.9103123614451779,-0.27484029862233517,0.7965714285714287,2.2554509987439575,1.4835526206966363,0.8418670368578047,0.0
7.0,-0.13283104987278505,0.23833693052554628,-0.13154530063843828,-0.9472023397213886,0.9017142857142857,-0.5016910815096323,-0.722738063263548,-0.2771414082316832,7.0
4.0,-0.11130504002359232,-0.5175621117071894,-0.652048222516172,0.46632802278149765,-0.0077142857142855625,-1.0365269000748543,0.4639705398201566,0.8418670368578047,4.0
0.0,0.13730364773251136,0.739850715028344,0.6324956688487433,0.2643731239898406,0.36714285714285744,1.4704431392622543,0.7793646909458884,0.8418670368578047,4.0
4.0,-0.33721947378378925,-0.19261821502763765,-0.22024866181293834,-0.2900792734549372,-0.31799999999999984,0.7639564154512045,-0.4053167387232425,0.46886422182797544,7.0
1.0,0.03431641038451749,0.3366702055776838,-0.33626992563697544,-0.9490494881859461,0.9051428571428572,-0.8274762288862282,-0.33803484193967687,1.5878726669174634,2.0
7.0,0.6057518990609978,0.7698195730536188,0.7941057851176396,0.14723312552913104,0.5845714285714285,1.041864653705765,1.3934513779188948,0.46886422182797544,4.0
6.0,-0.05366710165371169,0.22702293132513152,0.1707517622483341,-0.45124297698760873,0.5525714285714285,-0.8367584241542765,-0.7540434563826847,-0.2771414082316832,8.0
4.0,-0.7545893716703822,-0.9207831749493413,-0.8429145166102371,0.7754175325175092,-0.5814285714285714,1.1698316040930241,1.8317524359056636,0.46886422182797544,4.0
3.0,-0.17530003779747694,0.16645859045706057,0.05986096015564479,-0.39798352959285777,0.45371428571428574,-0.8565578814262808,-0.8420222575432691,-1.3961498533211711,8.0
3.0,-0.08665196784010609,0.06704907422358342,-0.026116000294904018,-0.17848072038790141,0.04628571428571426,-0.7244166387512753,-1.1431989625708687,-1.023147038291342,8.0
7.0,0.8231360695039229,0.9186759781257747,0.8752619895733953,0.46047871931039763,0.003142857142857114,-0.835761176285308,1.949205210734252,-1.0655108742150903,4.0
4.0,-0.43540948074012154,0.18080336406004993,-0.4246934067046859,0.34533979835295914,-0.35457142857142854,-1.01232205169855,0.010317217916185234,0.46886422182797544,12.0
7.0,0.9885304213001496,0.6603091764811979,0.6330074346429653,0.4361579311937196,0.011714285714285788,-0.9399217548551583,1.582878523626829,-0.2771414082316832,9.0
5.0,-0.5221747971802431,0.10405308918509348,0.29420496789324235,-0.44400831216809056,0.5391428571428571,0.26776844575298214,-0.04817406246912248,-2.14215548338083,5.0
2.0,-0.2409166090214614,-0.19117620462283136,-0.15555428826254036,-0.6124066805202801,0.28028571428571425,-0.7263726919115479,-0.3759303343054636,-1.7691526683510006,1.0
4.0,-0.08122860312388702,-0.11100053340873439,-0.1879720257455848,-0.01054413915185115,-0.8368571428571427,1.2977555491274313,-0.877346980177699,0.46886422182797544,7.0
