Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Vote
7.0,140.45797481826298,5788.12897901661,4.0,46.8193249394209,1.0,123.626920860261,1.0,0.0,0.0,0.655342194251716,0.163267061812803,326.523440191522,0.0998168485239148,94.0149675356224,9.943999999999999,6056.0,9.30323202628642,110.35513489866999,1456.97947839995,13666.234495428602,2.0,15283.615561389199,10.5050052307779,662.320501024873,83.7715271860361,2248.8685127225,80.0,0.0,4.0,171.16418412331998,10.0,0.0,0.0,118.96374125698,0.0,0.0,9.0
3.0,728.6848190819701,119663.053023924,0.0,242.89493969398998,1.0,492.653544675244,1.0,0.0,1.0,0.366546973120421,0.695927325636148,17.4906293395907,9.916597828269,99.43859595805408,0.52,9480.0,81.3350467709824,454.55418566638497,5835.64381808521,55657.4161485911,2.0,242707.515081083,21.3202763975138,52.5325251531034,36.0776313114911,59250.846668640996,100.0,1.0,7.0,695.711317997731,16.0,3.0,0.0,474.694392860922,0.0,0.0,7.0
10.0,339.71157742515203,46419.25590044,0.0,113.237192475051,1.0,409.929413524337,1.0,0.0,0.0,0.720716170500964,0.0891315927729011,99.7420572675765,2.50254020094872,50.9480115491897,2.085,7915.0,72.0533228013664,348.977422509037,4797.24898026144,47063.943037119,0.0,168042.124072407,18.680937409804603,178.288546698382,11.1746250186116,12945.8989521067,100.0,0.0,1.0,619.788908708008,12.0,2.0,3.0,529.432574194882,1.0,1.0,7.0
3.0,165.889189083368,32360.1652736235,6.0,55.296396361122596,1.0,585.2129144599201,0.0,0.0,1.0,,0.635463525075465,367.75606567971397,6.97475009132177,65.5678571667522,3.5660000000000003,8434.0,66.9473038986325,473.01468133570097,6798.1585072706,61900.4929151921,2.0,342474.155250673,21.748900692579898,144.477198808354,92.9515196476132,3122.9878468875,50.0,1.0,2.0,790.988827746327,10.0,3.0,3.0,613.508646196408,1.0,0.0,8.0
3.0,826.851662238799,68130.8705278085,7.0,275.61722074626596,1.0,247.19380865729698,1.0,1.0,1.0,0.807195626897737,0.5523870575707409,600.4753464367241,6.51355390204117,52.303291694261105,7.015,6985.0,90.5604367610067,564.351332256393,3600.6407510857503,63298.95446781,0.0,61104.77903850019,23.7560799008673,281.754409536679,76.75421193707729,76250.4695926423,70.0,1.0,2.0,835.8649959861481,13.0,0.0,4.0,606.458832179328,0.0,0.0,12.0
8.0,473.19525432978895,88752.86269261221,3.0,157.731751443263,0.0,562.6822873677211,0.0,0.0,0.0,0.839904981199652,0.6298127139452839,186.143783619627,3.63250933587551,21.4726358652115,,8172.0,50.2251090249047,409.728378515914,6446.279630709039,56974.5846638044,1.0,316611.356517371,20.2417484056075,174.94617012483502,0.539594795554876,25047.037164802598,40.0,1.0,2.0,743.0828019506611,9.0,3.0,0.0,636.118065099134,1.0,1.0,8.0
5.0,883.133156383191,147646.972364665,1.0,294.377718794397,1.0,501.556208021935,0.0,0.0,0.0,0.9708712876308709,0.23821145854890302,846.478253602982,3.1591598642989998,53.4822343615815,1.49,8510.0,58.4247902501374,513.581144003075,6042.7243682255,60574.713350485,2.0,251558.62980534302,22.6623287418366,27.101620664500604,87.5452818581834,86962.6190413874,90.0,2.0,2.0,750.677917662919,9.0,0.0,0.0,476.598534515917,0.0,0.0,1.0
2.0,121.609371773303,3729.21566729706,0.0,40.5364572577677,1.0,91.9965857791497,1.0,1.0,1.0,0.34256075066514297,0.0475506549701095,666.047311620787,4.5937623549252695,19.3079065531492,11.880999999999998,4119.0,0.8787116268649701,88.424503426901,1096.8148646453,14684.969225128501,2.0,,9.40343040740458,626.154948249335,46.4463727083057,1693.7408242686,100.0,1.0,3.0,220.23968976497002,14.0,0.0,2.0,262.915956205688,0.0,1.0,10.0
10.0,101.158704194284,12742.523756431201,7.0,33.7195680647614,0.0,377.897004254563,1.0,1.0,1.0,0.5192244369536639,0.945079891011119,352.761031361297,9.81827247189358,7.91232837364078,0.551,9449.0,60.248458315618294,403.99003659633104,4586.95011573829,50995.6952086122,0.0,142806.145824573,20.099503391783898,158.734847755721,,1180.7288385388401,70.0,0.0,2.0,667.733846592115,10.0,0.0,4.0,532.7062264599231,2.0,1.0,7.0
7.0,663.001359150557,75376.1479872145,2.0,221.000453050186,0.0,341.067843739206,1.0,1.0,0.0,0.00844905572012067,0.119552592281252,858.110906323418,3.5439975582994503,36.033711349591606,1.771,8229.0,48.501809057779596,356.25799969583505,4123.1944367837295,43397.766510057,1.0,116327.274032912,18.8747980041068,238.367323117855,31.528441584669103,49072.2007014375,60.0,1.0,3.0,552.542749118078,6.0,1.0,3.0,395.607530035811,0.0,1.0,1.0
9.0,516.688980169327,58515.828364486,7.0,172.229660056442,1.0,339.754652858918,1.0,1.0,1.0,0.605274494038895,0.325765596702695,823.3670664485539,6.07336422661319,11.8181255878881,1.761,8239.0,37.904987973161,383.42549201262705,4164.39751261443,46364.632857604905,2.0,115433.22413928401,19.581253586341898,209.806116902685,48.536036722362006,29845.285463214102,70.0,0.0,3.0,594.5967645753669,6.0,3.0,2.0,431.076712956223,1.0,1.0,1.0
5.0,331.134574743837,102820.22393397699,4.0,110.378191581279,1.0,931.5266218894659,0.0,1.0,0.0,0.22668864252045798,0.40800217236392206,745.328847784549,9.834049125202,14.8104198975489,7.656000000000001,8344.0,0.624968577176332,822.731931693852,10960.7300822824,101880.9717277,0.0,867741.8472888,28.6833040581773,659.032787824577,42.98800250981,,80.0,2.0,3.0,1273.31715332364,14.0,1.0,1.0,879.411505220458,1.0,0.0,4.0
6.0,629.353941938491,111698.51401826301,7.0,209.78464731283,0.0,532.443700952522,0.0,0.0,0.0,0.15948842186480802,0.191378157353029,578.00729596056,3.2732742908410697,35.1391605334356,6.2410000000000005,3759.0,34.0909796999767,476.792113804212,6278.02123713364,58629.7305061586,2.0,283496.294684018,21.835569921671702,39.9903882138936,78.2501891953871,44229.3828954815,70.0,1.0,1.0,730.94028307619,9.0,1.0,2.0,497.166021114294,0.0,0.0,7.0
10.0,760.866223098933,151544.965900586,3.0,253.62207436631098,0.0,597.522775883092,0.0,1.0,0.0,0.263182975817472,0.38570595695637205,327.307912055403,2.41460578283295,15.1564466068521,3.4560000000000004,8544.0,57.0740649243817,522.974157500346,7021.17607383161,63556.1791640429,2.0,357033.467699036,22.8686282382732,100.22669697965901,85.42914679273959,64587.7786802369,40.0,1.0,1.0,781.7411796430259,8.0,3.0,1.0,502.624320608812,0.0,1.0,3.0
5.0,162.119206140638,17929.796419651102,2.0,54.0397353802128,1.0,331.78912319797,1.0,0.0,0.0,0.914134741062298,0.8380927466787399,217.72243012674198,5.194160174578429,98.9211851963773,3.6710000000000003,6329.0,92.41626847069709,569.406674056816,4456.704580093329,62602.106391848,0.0,110084.022272478,23.862243692847,182.010399279261,24.679568130523,2984.3327353436403,60.0,0.0,2.0,793.6700792521741,12.0,0.0,0.0,496.05032056248496,2.0,0.0,7.0
1.0,64.80788686432079,7523.92738111135,4.0,21.602628954773603,0.0,348.287580963555,1.0,0.0,0.0,0.292138095246628,0.13954248232767,318.013406824321,1.0378694278188,50.1715773250908,1.179,8821.0,51.051483931951196,460.68904375279703,4404.25389714114,53911.918768243304,2.0,121304.239053445,21.46366799391,157.520167718205,12.387160374783,498.276206712396,80.0,1.0,2.0,691.5338190312441,11.0,2.0,3.0,484.16984311474096,0.0,1.0,7.0
7.0,938.831571747995,155832.296937432,7.0,312.943857249332,1.0,497.956081666353,1.0,1.0,1.0,0.5558056561276321,0.8825957437511529,256.508675171062,4.60754987318069,28.163100522942802,1.058,8942.0,11.2801136914641,427.81922093844,5835.1992585404105,55044.5723579795,0.0,247960.25926850698,20.6837912612374,81.19239868445021,7.823557499796151,98256.8016473395,70.0,1.0,4.0,703.393369936804,12.0,0.0,2.0,537.120925851146,0.0,1.0,7.0
9.0,877.229355755855,171800.171415758,3.0,292.40978525195203,0.0,587.5322238882251,0.0,0.0,1.0,0.7859170548617841,0.5927039636299011,231.26060375943803,4.6203258610330495,10.396303492598198,6.746,5254.0,32.526786043308704,494.585348249764,6864.49293538178,62382.340009334,1.0,345194.114107043,22.239274903866896,104.98727054268,51.4033954357728,85805.89229634451,,0.0,,782.737956319111,7.0,3.0,1.0,557.715841011002,0.0,1.0,8.0
5.0,494.228368014358,50749.38452549349,4.0,164.742789338119,0.0,308.05223542339803,1.0,1.0,0.0,0.995999375358224,0.47535790037363795,715.4846391640599,0.0734249711968005,42.0628308784217,4.959,5041.0,1.12596233375371,401.56121728841697,3883.64478881081,46866.7508496455,1.0,94896.1797493526,20.0389924219861,232.503925783263,53.697440191172106,27314.929428242,80.0,2.0,5.0,598.840003110053,8.0,1.0,3.0,413.259368016275,1.0,0.0,1.0
7.0,95.67382587615259,14433.6105177916,3.0,31.8912752920509,1.0,452.588063212051,1.0,0.0,1.0,0.6173642305657271,0.431885511381552,701.816532295197,5.1790056610479995,34.9397533806041,4.141,7859.0,87.18029579613359,421.86004621688795,5369.60072455428,52027.5545465283,2.0,204835.954962035,20.5392318799143,99.68576617639249,89.77931221015751,1058.94471504542,40.0,2.0,1.0,655.036190841892,7.0,3.0,3.0,460.20668585097394,0.0,0.0,3.0
2.0,418.562151547445,21307.3417446625,4.0,139.520717182482,1.0,152.71812082785,1.0,1.0,1.0,0.340528199914843,0.431412545731291,448.238868266344,3.90661265002564,94.7731175459921,11.1,4900.0,72.51610099338001,250.85317878983898,2028.8875658581799,23777.186288356403,2.0,23322.824429189703,15.8383452036455,621.803906040952,34.24027482979,19615.5512402965,80.0,0.0,0.0,265.229323669635,14.0,1.0,,48.3793013519901,3.0,0.0,4.0
1.0,397.80522959956596,38700.3975544548,4.0,132.601743199855,1.0,291.854364962052,1.0,1.0,1.0,0.739724073326215,0.995630032382905,581.922212382779,4.813202440273019,12.8018124261871,1.5019999999999998,8498.0,71.4632372371852,514.83661086898,3948.2168713584797,61034.3514487246,2.0,85178.9703474025,22.6900112575772,255.37499833346902,78.6549659445882,17725.8240428402,80.0,0.0,3.0,816.144872688098,12.0,3.0,1.0,647.212972819623,0.0,,2.0
6.0,248.832445859289,34866.6207028568,7.0,82.944148619763,1.0,420.362632965157,1.0,1.0,1.0,0.523830219870433,0.76104066404514,953.7862010765821,9.19327466515824,49.943103035911896,5.122999999999999,4877.0,,474.1078245320901,5151.84197871575,56790.3781746878,1.0,176704.743193399,21.774017188660697,84.2637228963444,60.515648173168294,6972.67593887709,70.0,2.0,1.0,723.419989108287,9.0,2.0,3.0,509.37336746578103,0.0,0.0,7.0
4.0,428.23756261919897,,6.0,142.7458542064,1.0,308.255026786597,1.0,1.0,1.0,0.357560983393341,0.20327983191236898,119.13344613276399,7.07115752156824,83.8511193869635,,7788.0,79.98172915540641,526.251806173486,4135.05388021294,57130.0855718247,1.0,95021.1615392054,22.940178860974196,207.329306368139,13.999201939441301,20529.1247473211,50.0,0.0,2.0,717.269641769007,11.0,3.0,2.0,425.63502706842,1.0,1.0,5.0
8.0,861.312959060026,276657.564311547,0.0,287.104319686675,1.0,963.613381412966,0.0,1.0,1.0,0.5819879756309089,0.707819288596511,82.79995433986191,8.392092101275919,86.7967623751611,10.532,5468.0,80.8920542709529,988.8250777145211,11613.7839695587,114159.042443741,1.0,928550.748838131,31.4455891615107,742.3693310989,87.01751977205281,82725.9947024354,100.0,1.0,1.0,1392.20844596609,15.0,1.0,0.0,811.809075763449,1.0,1.0,10.0
8.0,576.580791229904,5022.92175925557,1.0,192.19359707663503,1.0,26.1346987394837,1.0,0.0,1.0,0.147618494229391,0.678194118430838,941.782006295398,1.4223724417388401,29.852004372514802,,8550.0,88.75255263410509,255.97460602875802,773.2961994523531,24281.230044470096,2.0,683.022478203573,15.9992064187183,639.830295836621,58.5447933292016,37140.572354332406,90.0,0.0,,306.011738856314,15.0,3.0,4.0,146.042247112967,1.0,0.0,4.0
9.0,149.89954831153798,25124.2675107668,5.0,49.966516103846104,0.0,502.822079060918,0.0,1.0,0.0,0.5956281381659211,0.9944151036906991,164.994014427066,7.304556604940441,52.335050376132095,6.752999999999999,5247.0,36.286898353137104,504.982488182879,6038.185766974941,68698.7729443385,1.0,252830.043191145,22.471815418049303,358.83693235287694,81.9148920476437,2556.6192476597603,30.0,0.0,4.0,934.1620678287841,6.0,3.0,0.0,858.791241116202,0.0,1.0,5.0
10.0,107.85720753247699,9814.92026504997,1.0,35.9524025108258,0.0,272.99761850670603,1.0,0.0,1.0,0.9350669570267199,0.6436207278165971,616.085874848068,5.77481959247962,36.5852636052296,1.841,8159.0,23.996653989888703,476.77256829069603,3683.52132164845,57457.9321460861,2.0,74527.6997103332,21.8351223557528,266.697587880423,21.410130499862102,1338.52764881126,90.0,1.0,3.0,775.420446534393,12.0,2.0,0.0,638.050746444192,0.0,0.0,2.0
6.0,465.50984048906196,54604.4757906816,7.0,155.169946829687,1.0,351.901105248265,1.0,1.0,0.0,0.504231138154864,0.46986497915349895,763.145797187462,7.888887485023591,18.361929478123802,2.924,7076.0,68.4519442496821,301.57624050095404,4122.16353348456,40737.6705784487,1.0,123834.38787495099,17.3659506074662,250.476632452919,86.0503211384639,24242.8823459577,70.0,2.0,4.0,537.679434565943,13.0,3.0,1.0,462.141415180516,0.0,0.0,7.0
3.0,752.166499281557,132164.66501689,7.0,250.722166427186,0.0,527.1359405522401,0.0,1.0,1.0,0.216361799975857,0.48162335366941994,786.152621731162,4.82673126272857,38.7444335501641,1.567,8433.0,40.96238554921,478.314411702204,6227.988228926801,58053.63268910941,2.0,277872.299821894,21.870400355325103,45.41357886259029,86.5144163835794,63122.3269043686,70.0,1.0,3.0,718.569798577316,7.0,3.0,3.0,470.746467980216,0.0,1.0,1.0
1.0,74.8946463874617,24789.457119951,7.0,24.9648821291539,1.0,992.973128881789,0.0,0.0,0.0,0.0226212055422366,0.0450767946895212,388.31312116235495,2.71988859632984,84.7730880836025,7.502000000000001,8498.0,29.551033000461803,991.843288647942,11913.4178661138,119126.922151616,0.0,985995.63468129,31.4935436025853,854.726084692615,39.9640866089612,658.210221851701,70.0,1.0,3.0,1489.75879155806,13.0,3.0,4.0,995.605037773472,0.0,0.0,4.0
10.0,98.4386152080436,16222.1105697211,2.0,32.8128717360145,1.0,494.382530740709,1.0,1.0,0.0,0.643250776454806,0.12101889844052499,358.248959761113,4.45532398531213,22.5361963966861,5.265,4735.0,59.545292379334605,438.764643715162,5821.354594837409,53803.500184728604,0.0,244414.086701588,20.946709615478103,80.7051151897073,64.55509841907771,1119.4974233001599,60.0,0.0,0.0,668.192207742141,6.0,1.0,4.0,447.731550648849,0.0,0.0,1.0
5.0,738.6386807903259,165451.826591564,1.0,246.21289359677502,0.0,671.986849163659,0.0,1.0,1.0,0.557981697143987,0.399547115666792,543.4631370007991,6.0112876445055,3.2339725177735095,10.559000000000001,5441.0,12.8646220080554,869.884249167228,8459.63698997104,103977.915630691,2.0,451566.32544890203,29.4938001818556,644.053592462424,29.819505568593698,60877.001866893894,90.0,1.0,0.0,1349.29884093927,11.0,1.0,4.0,998.408663544794,1.0,0.0,9.0
7.0,126.012047564154,37941.6401807219,0.0,42.004015854718,1.0,903.28601703116,0.0,0.0,1.0,0.8223105401266371,,,3.4764153533615203,21.041991561651198,8.75,7250.0,27.432577474974103,768.1806540931841,10569.221478498,92831.2523680318,1.0,815925.628564016,27.716072125991897,522.682786649756,57.5534738600254,1816.3413637781198,100.0,0.0,2.0,1129.97244584453,15.0,1.0,1.0,696.562510915101,1.0,1.0,10.0
7.0,825.0013166803999,112089.931083982,0.0,275.000438893467,0.0,407.59909887782095,1.0,0.0,0.0,0.462275924161077,0.511347569758072,263.97365890443297,8.31200418062508,69.3975619971752,1.7590000000000001,8241.0,35.6064566876739,447.888294809289,,55033.7275750489,2.0,166137.025406012,21.163371536909896,111.285677349816,62.1851349016652,75910.2418304928,100.0,0.0,2.0,710.6741428114219,16.0,3.0,0.0,533.629535190559,0.0,0.0,7.0
,505.755252074952,102745.251455651,3.0,168.58508402498398,1.0,609.456358786905,0.0,0.0,0.0,0.15482584340497899,0.483568495837972,595.90920759365,4.27411917829886,81.7587642464787,6.907,5093.0,26.8048048950732,430.885418620308,6956.3344251096705,57523.0056669459,0.0,371437.05326579296,20.757779713165604,139.430352687312,45.808812091127,28599.5156397359,40.0,1.0,1.0,724.642818679226,8.0,2.0,0.0,551.800612084516,0.0,1.0,8.0
1.0,67.4280331148005,21476.4301262676,1.0,22.4760110382668,1.0,955.5267653901151,0.0,1.0,1.0,0.521113646915182,0.053507323609665,593.091351212934,0.298552520107478,22.0766524551436,9.535,6465.0,20.4663733718917,842.58714527823,11240.4419444576,103683.034879185,2.0,913031.399376895,29.027351675243,680.060893463004,55.4588696919382,537.64708323056,90.0,2.0,4.0,1289.36172131756,15.0,3.0,0.0,870.96122805629,0.0,0.0,4.0
7.0,1025.71202583592,118418.30583267301,7.0,341.904008611974,1.0,346.349568445877,1.0,0.0,1.0,0.363728997996077,0.5007293859962371,9.747565025463699,6.40200412366539,3.56513753067702,1.885,8115.0,1.1674907989799999,369.91706721382997,4203.329818886429,45395.9899465604,1.0,119958.023562645,19.2332282057337,212.793182295009,,117250.255113549,70.0,0.0,1.0,583.096880508211,10.0,2.0,0.0,431.07312634235296,0.0,1.0,7.0
4.0,75.212231251503,10523.7560283515,0.0,25.070743750501,1.0,419.762418422118,1.0,1.0,0.0,0.8695088038221,0.14618584490381198,239.89320057444303,7.209378241095691,38.23380791582171,1.3230000000000002,8677.0,28.7919575115666,385.178474249523,4967.98113272023,50412.6361264433,2.0,176200.487919586,19.6259642883993,146.19479572527598,19.111983501352398,663.6129359537861,100.0,0.0,1.0,659.558544173423,14.0,3.0,0.0,541.843351013281,1.0,0.0,7.0
3.0,625.775257846763,90861.6197999292,1.0,208.591752615588,0.0,435.595456966017,1.0,1.0,0.0,0.0546362099703401,0.28305107005871805,421.06140940450103,9.71303523285314,94.5032771211118,1.746,8254.0,14.5442768931389,422.05346343217695,5200.06149652452,52034.1138815302,2.0,189743.402129433,20.5439398225408,104.81667081279801,37.6990405377001,43729.1110118581,90.0,2.0,2.0,659.597098405861,15.0,3.0,1.0,472.378871240601,1.0,1.0,7.0
4.0,179.839576496072,15921.7011657373,4.0,,0.0,265.598398460725,1.0,1.0,1.0,0.916689683217555,0.783806200837716,964.365360094234,8.20810465374961,55.297255446203096,4.444,5556.0,97.3446113057435,491.85974918108,3639.7034829694103,58274.23046084111,1.0,70542.5092649022,22.177911289864102,266.497994192816,37.8987081581727,3663.5324448638703,80.0,2.0,1.0,782.500521772574,10.0,2.0,4.0,626.5338153270591,0.0,0.0,2.0
8.0,489.574077383724,60533.1893364248,7.0,163.19135912790802,0.0,370.933789999135,1.0,1.0,1.0,0.47200480522587895,0.27811314188875297,743.193864123896,1.54253951041028,6.948027340695259,6.834,3166.0,,437.32246937511803,4583.98283874159,50833.3350766078,2.0,137591.87656312302,20.9122564391105,166.841974714814,65.5135997571051,26804.6110531417,70.0,1.0,2.0,638.111060059543,9.0,3.0,3.0,414.854917244046,5.0,0.0,7.0
9.0,378.69516500887903,34129.2014386988,1.0,126.23172166962601,1.0,270.369452204904,1.0,0.0,0.0,0.274082746123895,0.358523136004806,230.268369661644,,7.89980234112591,9.737,6263.0,11.4855980034918,167.733851019198,3039.16222408743,29051.9409347895,2.0,73099.6406855797,12.9512104074947,,86.61987017840151,16070.679277347701,90.0,0.0,1.0,417.93115387190596,13.0,0.0,1.0,479.86748546827596,0.0,1.0,10.0
1.0,723.759812984153,27247.9881241225,1.0,,0.0,112.94349714627899,1.0,0.0,1.0,0.31208182987757,0.5927300713956359,,5.44704776024446,6.92250849679112,8.411,7589.0,14.3085202435032,116.328573902138,1362.0921192670698,13424.1836823553,2.0,12756.233547631598,10.785572488381801,678.6670580699599,91.2757598562166,58454.3940366455,90.0,0.0,1.0,163.76959489389,13.0,0.0,1.0,95.5590573346766,0.0,0.0,4.0
8.0,710.6800224807249,98945.88166845859,4.0,236.893340826908,0.0,417.681144278157,1.0,0.0,1.0,0.019986609229818,0.155882003949955,155.288010602817,0.382708117831498,71.0566086694598,0.27,9730.0,71.1885030847043,368.171384545735,4913.1542118730395,48322.874307088096,1.0,174457.538285511,19.1877925917948,155.857446025044,32.0677557727322,56365.348268960595,80.0,2.0,2.0,628.961145099426,11.0,0.0,3.0,511.677569160898,,1.0,7.0
